stock_name,stock_code,preferred_theme,categories,subthemes,keywords
아시아나항공,020560,우주 / 항공,우주/항공,항공사,항공사
아시아종묘,154030,남북경협/대북 테마,기계/방산 | 정부정책,농기계/농업 | 남북경협,남북경협 | 농기계/농업
아우딘퓨쳐스,227610,화장품 / 중국,화장품/미용,화장품,화장품
아우토크립트,331740,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 기타 | 자동차,로봇 | 양자암호/양자컴퓨팅 | 보안 | 2025년 3분기 신규상장 | 자율주행,자율주행 | 로봇 | 보안 | 2025년 3분기 신규상장 | 양자암호/양자컴퓨팅
아이디스,143160,개별주,IT/신기술,CCTV,CCTV
아이디스홀딩스,054800,개별주,기타,지주사,지주사
아이디피,332370,정치 테마,정치,박용진,박용진
아이로보틱스,066430,로봇 테마 부각,AI/데이터센터/로봇 | 빅테크,휴머노이드 | 액추에이터/감속기 | 로봇 | 테슬라,테슬라 | 로봇 | 휴머노이드 | 액추에이터/감속기
아이비김영,339950,정책 수혜 기대감,생활 | 정부정책,교육 | 일자리,교육 | 일자리
아이비젼웍스,469750,반도체 업황/테마 부각,반도체,유리기판,유리기판
아이센스,099190,BIO / 의료AI,모바일 | 바이오/의료AI | 정부정책 | 의료기기/의료시설,갤럭시링 | 진단키트 | 고령화/노인복지 | 의료기기,의료기기 | 고령화/노인복지 | 갤럭시링 | 진단키트
아이스크림미디어,461300,정책 수혜 기대감,생활 | 정부정책,교육 | 디지털교과서,교육 | 디지털교과서
아이스크림에듀,289010,정책 수혜 기대감,생활 | 정치,교육 | 한덕수,교육 | 한덕수
아이쓰리시스템,214430,방산,기계/방산,방산,방산
아이씨디,040910,반도체 업황/테마 부각,반도체,유리기판,유리기판
아이씨티케이,456010,반도체 업황/테마 부각,IT/신기술 | 기계/방산 | 반도체,양자암호/양자컴퓨팅 | 보안 | 딥페이크 | 방산 | 반도체 설계,방산 | 반도체 설계 | 딥페이크 | 보안 | 양자암호/양자컴퓨팅
아이앤씨,052860,전력기기/전력망 테마,반도체 | 정치 | 전력,반도체 설계 | 이재명 | 스마트그리드,이재명 | 반도체 설계 | 스마트그리드
아이언디바이스,464500,반도체 업황/테마 부각,AI/데이터센터/로봇 | 반도체,휴머노이드 | 전력반도체 | 온디바이스AI | 반도체 설계,전력반도체 | 반도체 설계 | 온디바이스AI | 휴머노이드
아이에스동서,010780,이차전지,건설/인프라 | 이차전지,폐기물처리 | 건설 | 폐배터리,건설 | 폐기물처리 | 폐배터리
아이에스티이,212710,반도체 업황/테마 부각,기타 | 반도체,2025년 1분기 신규상장 | 유리기판 | 반도체 장비 | SOCAMM,유리기판 | 반도체 장비 | SOCAMM | 2025년 1분기 신규상장
아이에이,038880,반도체 업황/테마 부각,반도체 | 자동차,차량용 반도체 | 전력반도체 | 반도체 설계 | 스마트카(애플카 등),차량용 반도체 | 전력반도체 | 스마트카(애플카 등) | 반도체 설계
아이엘,307180,로봇 테마 부각,AI/데이터센터/로봇 | 이차전지,휴머노이드 | 로봇 | AI(인공지능) | 전고체배터리,로봇 | AI(인공지능) | 휴머노이드 | 전고체배터리
아이엠,101390,우주 / 항공,IT/신기술 | 가상화폐/가상현실 | 건설/인프라 | 모바일 | 우주/항공,카메라모듈/부품 | 스마트 글래스 | VR/AR/XR | 폐기물처리 | 갤럭시 부품 | UAM/드론,VR/AR/XR | 폐기물처리 | 갤럭시 부품 | UAM/드론 | 카메라모듈/부품 | 스마트 글래스
아이엠비디엑스,461030,BIO / 의료AI,바이오/의료AI,유전자치료,유전자치료
아이엠티,451220,반도체 업황/테마 부각,반도체,반도체-EUV | 반도체 장비 | 마이크론 | PCB/FPCB(회로기판) | HBM(고대역폭메모리),반도체 장비 | HBM(고대역폭메모리) | PCB/FPCB(회로기판) | 반도체-EUV | 마이크론
아이오케이이엔엠,078860,코인 / 가상자산,가상화폐/가상현실,VR/AR/XR,VR/AR/XR
아이윈,090150,개별주,IT/신기술 | 빅테크,양자암호/양자컴퓨팅 | 구글,구글 | 양자암호/양자컴퓨팅
아이즈비전,031310,IT / 통신,통신,통신/통신장비 | 알뜰폰(MVNO),통신/통신장비 | 알뜰폰(MVNO)
아이지넷,462980,개별주,기타,2025년 1분기 신규상장,2025년 1분기 신규상장
아이진,185490,BIO / 의료AI,바이오/의료AI | 전염병/질병,mRNA(메신저 리보핵산) | 코로나,코로나 | mRNA(메신저 리보핵산)
아이컴포넌트,059100,개별주,모바일,폴더블폰,폴더블폰
아이퀘스트,262840,코인 / 가상자산,가상화폐/가상현실,블록체인,블록체인
아이큐어,175250,BIO / 의료AI,바이오/의료AI | 음식료 | 화장품/미용,비만치료제 | 마리화나(대마) | 건강기능식품 | 화장품,비만치료제 | 마리화나(대마) | 화장품 | 건강기능식품
아이크래프트,052460,개별주,빅테크 | 신소재,텐센트/알리바바/바이두 | 엔비디아 | 맥신,텐센트/알리바바/바이두 | 엔비디아 | 맥신
아이텍,119830,자율주행/모빌리티 테마,반도체 | 신소재 | 자동차,차량용 반도체 | 그래핀/흑연 | 전기차 화재 방지,차량용 반도체 | 전기차 화재 방지 | 그래핀/흑연
아이티센글로벌,124500,코인 / 가상자산,가상화폐/가상현실 | 정치 | 원자재 | 유니콘,스테이블코인 | STO(증권형 토큰 발행) | CBDC | 이재명 | 박용진 | 금 | 퓨리오사AI,이재명 | 퓨리오사AI | STO(증권형 토큰 발행) | 스테이블코인 | CBDC | 금 | 박용진
아이티센씨티에스,031820,개별주,빅테크,엔비디아 | 마이크로소프트(MS),엔비디아 | 마이크로소프트(MS)
아이티센엔텍,010280,방산,AI/데이터센터/로봇 | 기계/방산,데이터센터/클라우드 | 지뢰 제거,데이터센터/클라우드 | 지뢰 제거
아이티센피엔에스,232830,BIO / 의료AI,IT/신기술,양자암호/양자컴퓨팅 | 보안 | 바이오인식(생체인식),보안 | 바이오인식(생체인식) | 양자암호/양자컴퓨팅
아이티아이즈,372800,BIO / 의료AI,가상화폐/가상현실 | 바이오/의료AI | 빅테크,스테이블코인 | STO(증권형 토큰 발행) | 의료AI | 엔비디아,STO(증권형 토큰 발행) | 스테이블코인 | 엔비디아 | 의료AI
아이티엠반도체,084850,로봇 테마 부각,AI/데이터센터/로봇 | 기계/방산 | 모바일 | 반도체,로봇 | 방산 | 아이폰 부품 | 반도체 장비,반도체 장비 | 아이폰 부품 | 방산 | 로봇
아이티켐,309710,BIO / 의료AI,기타 | 바이오/의료AI,2025년 3분기 신규상장 | 생물보안법(CDMO 등) | 비만치료제,비만치료제 | 생물보안법(CDMO 등) | 2025년 3분기 신규상장
아이패밀리에스씨,114840,화장품 / 중국,화장품/미용,화장품,화장품
아주IB투자,027360,우주 / 항공,금융 | 우주/항공 | 유니콘,창투사/벤처투자 | 우주개발 | 스페이스X | 야놀자,우주개발 | 창투사/벤처투자 | 야놀자 | 스페이스X
아주스틸,139990,원자재 테마,건설/인프라,철강/철근,철강/철근
아즈텍WB,032080,정치 테마,정치,김부겸,김부겸
아진산업,013310,로봇 테마 부각,국제 | 빅테크 | 자동차 | 정치,북미공장 | 현대차/보스턴다이내믹스 | 리비안 | 홍준표,북미공장 | 홍준표 | 리비안 | 현대차/보스턴다이내믹스
아진엑스텍,059120,로봇 테마 부각,AI/데이터센터/로봇 | 가상화폐/가상현실,스마트팩토리 | 로봇 | 스마트 글래스,로봇 | 스마트팩토리 | 스마트 글래스
아진전자부품,009320,자율주행/모빌리티 테마,자동차,리비안,리비안
아크솔루션스,203690,화장품 / 중국,기타 | 바이오/의료AI,국내 상장 중국기업 | 줄기세포,국내 상장 중국기업 | 줄기세포
아톤,158430,코인 / 가상자산,IT/신기술 | 가상화폐/가상현실 | 모바일,양자암호/양자컴퓨팅 | 보안 | 스테이블코인 | STO(증권형 토큰 발행) | NFT(대체불가능토큰) | CBDC | 애플페이,STO(증권형 토큰 발행) | NFT(대체불가능토큰) | 핀테크 | 애플페이 | 스테이블코인 | 보안 | CBDC | 양자암호/양자컴퓨팅
아티스트스튜디오,200350,IP / 엔터,IP/엔터 | 정치,영화/드라마/OTT | 한동훈,영화/드라마/OTT | 한동훈
아티스트컴퍼니,321820,IP / 엔터,IP/엔터 | 빅테크 | 정치,영화/드라마/OTT | 텐센트/알리바바/바이두 | 한동훈,영화/드라마/OTT | 텐센트/알리바바/바이두 | 한동훈
안국약품,001540,개별주,환경/재난,황사/미세먼지,황사/미세먼지
안랩,053800,로봇 테마 부각,IT/신기술 | 가상화폐/가상현실 | 정치,보안 | 블록체인 | 안철수,블록체인 | 보안 | 안철수 | 로봇 | 스마트팩토리
안트로젠,065660,BIO / 의료AI,바이오/의료AI,줄기세포,줄기세포
알로이스,297570,IP / 엔터,IP/엔터,영화/드라마/OTT,영화/드라마/OTT
알루코,001780,전력 / 에너지,건설/인프라 | 국제 | 에너지 | 원자재,철도 | 북미공장 | 네옴시티 | 태양광 발전 | 알루미늄,북미공장 | 알루미늄 | 태양광 발전 | 네옴시티 | 철도
알리코제약,260660,BIO / 의료AI,바이오/의료AI | 화장품/미용,낙태/피임 | 탈모,낙태/피임 | 탈모
알멕,354320,우주 / 항공,국제 | 우주/항공 | 자동차 | 원자재,북미공장 | 우주개발 | 스페이스X | UAM/드론 | 리비안 | 루시드 | 알루미늄,우주개발 | 북미공장 | 알루미늄 | 리비안 | UAM/드론 | 스페이스X | 루시드
알비더블유,361570,IP / 엔터,IP/엔터,음원/음반,음원/음반
알서포트,131370,BIO / 의료AI,AI/데이터센터/로봇 | IT/신기술 | 바이오/의료AI | 빅테크 | 유니콘,데이터센터/클라우드 | 재택근무 | 원격진료/비대면진료 | 화웨이 | 케이뱅크,케이뱅크 | 데이터센터/클라우드 | 화웨이 | 재택근무 | 원격진료/비대면진료
알에스오토메이션,140670,로봇 테마 부각,AI/데이터센터/로봇,스마트팩토리 | 로봇,로봇 | 스마트팩토리
알에프세미,096610,반도체 업황/테마 부각,IT/신기술 | 반도체 | 이차전지,음성인식 | 전력반도체 | MLCC(적층세라믹콘덴서) | LFP배터리(리튬인산철),전력반도체 | LFP배터리(리튬인산철) | 음성인식 | MLCC(적층세라믹콘덴서)
알에프텍,061040,IT / 통신,모바일 | 화장품/미용 | 통신,무선충전 | 보톡스(보툴리눔톡신) | 통신/통신장비 | 5G/6G,통신/통신장비 | 5G/6G | 보톡스(보툴리눔톡신) | 무선충전
알엔투테크놀로지,148250,IT / 통신,신소재 | 통신,페라이트 | 통신/통신장비,통신/통신장비 | 페라이트
알엔티엑스,123010,반도체 업황/테마 부각,AI/데이터센터/로봇 | IT/신기술 | 반도체 | 신소재,데이터센터/클라우드 | 카메라모듈/부품 | 양자암호/양자컴퓨팅 | 반도체 패키징 | 초전도체,데이터센터/클라우드 | 초전도체 | 카메라모듈/부품 | 반도체 패키징 | 양자암호/양자컴퓨팅
알지노믹스,476830,BIO / 의료AI,바이오/의료AI,치매/알츠하이머 | 유전자치료,유전자치료 | 치매/알츠하이머
알체라,347860,코인 / 가상자산,AI/데이터센터/로봇 | IT/신기술 | 가상화폐/가상현실 | 빅테크,휴머노이드 | AI(인공지능) | 바이오인식(생체인식) | 딥페이크 | 메타버스 | 네이버,딥페이크 | 네이버 | 메타버스 | AI(인공지능) | 휴머노이드 | 바이오인식(생체인식)
알테오젠,196170,BIO / 의료AI,바이오/의료AI,"표적항암제 (ADC, DAC 등) | 면역항암제","면역항암제 | 표적항암제 (ADC, DAC 등)"
알톤,123750,이차전지,레저 | 이차전지,자전거 | 폐배터리,폐배터리 | 자전거
알트,459550,로봇 테마 부각,AI/데이터센터/로봇,로봇 | AI(인공지능),로봇 | AI(인공지능)
알티캐스트,085810,자율주행/모빌리티 테마,자동차 | 정치,전기차 충전 | 홍준표,홍준표 | 전기차 충전
알파AI,043100,정치 테마,정치,안철수,안철수
알파칩스,117670,반도체 업황/테마 부각,반도체,반도체 설계,반도체 설계
압타머사이언스,291650,BIO / 의료AI,바이오/의료AI,비만치료제 | 면역항암제,면역항암제 | 비만치료제
압타바이오,293780,BIO / 의료AI,바이오/의료AI,면역항암제,면역항암제
애경산업,018250,화장품 / 중국,화장품/미용,화장품 | 탈모,탈모 | 화장품
애경케미칼,161000,이차전지,에너지 | 이차전지,바이오연료 | 나트륨이온배터리,바이오연료 | 나트륨이온배터리
애니플러스,310200,IP / 엔터,IP/엔터,영화/드라마/OTT | 미디어(방송/신문),영화/드라마/OTT | 미디어(방송/신문)
애드바이오텍,179530,BIO / 의료AI,바이오/의료AI | 에너지 | 정치,동물백신/방역 | SMR(소형모듈원자로) | 우원식,SMR(소형모듈원자로) | 우원식 | 동물백신/방역
애드포러스,397810,IP / 엔터,AI/데이터센터/로봇 | IP/엔터,AI(인공지능) | SNS/광고(틱톡 등),SNS/광고(틱톡 등) | AI(인공지능)
액토즈소프트,052790,IP / 엔터,IP/엔터,게임,게임
액트로,290740,로봇 테마 부각,AI/데이터센터/로봇 | IT/신기술 | 신소재,휴머노이드 | 로봇 | 카메라모듈/부품 | 그래핀/흑연,로봇 | 카메라모듈/부품 | 휴머노이드 | 그래핀/흑연
앤디포스,238090,화장품 / 중국,모바일 | 화장품/미용,아이폰 부품 | 갤럭시 부품 | 탈모,탈모 | 갤럭시 부품 | 아이폰 부품
앤로보틱스,138360,로봇 테마 부각,AI/데이터센터/로봇,로봇,로봇
앤씨앤,092600,반도체 업황/테마 부각,IT/신기술 | 반도체,CCTV | 차량용 반도체 | 반도체 설계 | 뉴로모픽(NPU),CCTV | 차량용 반도체 | 반도체 설계 | 뉴로모픽(NPU)
앱코,129890,IP / 엔터,IP/엔터,게임,게임
앱클론,174900,BIO / 의료AI,바이오/의료AI,유전자치료 | 면역항암제,유전자치료 | 면역항암제
앱튼,270520,코인 / 가상자산,가상화폐/가상현실 | 정치,가상화폐 | 이재명,이재명 | 가상화폐
야스,255440,반도체 업황/테마 부각,반도체 | 빅테크 | 에너지 | 원자재,유리기판 | SK | 페로브스카이트 | 니켈,유리기판 | 니켈 | 페로브스카이트 | SK
양지사,030960,남북경협/대북 테마,기타 | 정부정책,품절주 | 개성공단,개성공단 | 품절주
어보브반도체,102120,반도체 업황/테마 부각,반도체 | 생활,전력반도체 | 온센서AI | 온디바이스AI | 반도체 설계 | 뉴로모픽(NPU) | 밥솥,전력반도체 | 반도체 설계 | 밥솥 | 온디바이스AI | 뉴로모픽(NPU) | 온센서AI
에너토크,019990,전력 / 에너지,에너지,원자력 발전,원자력 발전
에넥스,011090,건설/인프라 테마,건설/인프라 | 정치,리모델링/인테리어 | 이재명,이재명 | 리모델링/인테리어
에르코스,435570,정책 수혜 기대감,기타 | 정부정책,2025년 1분기 신규상장 | 저출산,2025년 1분기 신규상장 | 저출산
에브리봇,270660,로봇 테마 부각,AI/데이터센터/로봇,로봇,로봇
에스넷,038680,코인 / 가상자산,IT/신기술 | 가상화폐/가상현실 | 빅테크 | 정치,재택근무 | 사물인터넷(IoT)/스마트홈 | 보안 | 메타버스 | VR/AR/XR | 엔비디아 | 네이버 | 구글 | 안철수,VR/AR/XR | 구글 | 엔비디아 | 네이버 | 보안 | 메타버스 | 사물인터넷(IoT)/스마트홈 | 안철수 | 재택근무
에스디바이오센서,137310,BIO / 의료AI,바이오/의료AI | 전염병/질병,진단키트 | 코로나,코로나 | 진단키트
에스디생명공학,217480,음식료,환경/재난 | 음식료,황사/미세먼지 | 건강기능식품,황사/미세먼지 | 건강기능식품
에스바이오메딕스,304360,BIO / 의료AI,바이오/의료AI,줄기세포,줄기세포
에스비비테크,389500,로봇 테마 부각,AI/데이터센터/로봇,휴머노이드 | 액추에이터/감속기 | 로봇,로봇 | 휴머노이드 | 액추에이터/감속기
에스씨디,042110,건설/인프라 테마,건설/인프라 | 유통/물류 | 환경/재난,냉난방공조(HVAC) | 콜드체인 | 폭염,냉난방공조(HVAC) | 콜드체인 | 폭염
에스아이리소스,065420,BIO / 의료AI,에너지 | 원자재,바이오연료 | 자원개발 | 석탄,바이오연료 | 자원개발 | 석탄
에스앤더블류,103230,조선/기자재 테마,에너지 | 조선/해운,원자력 발전 | 조선기자재,원자력 발전 | 조선기자재
에스앤디,260970,음식료,음식료,라면 | 대체육,대체육 | 라면
에스앤에스텍,101490,반도체 업황/테마 부각,반도체,반도체-EUV | 반도체 소재/부품,반도체 소재/부품 | 반도체-EUV
